title,release_year,genres,runtime,director,vote_average,vote_count,popularity,budget,revenue
Trinity and Beyond: The Atomic Bomb Movie,1995,"Documentary, History, War",92,Peter Kuran,7.2,59,1.2231,0,0
Tromeo & Juliet,1996,"Comedy, Drama, Romance, Action, Fantasy, Horror, Mystery",107,Lloyd Kaufman,6.0,157,5.191,350000,0
Cannibal! The Musical,1996,"Comedy, Western, Thriller",97,Trey Parker,6.402,158,2.6595,125000,0
Fetishes,1996,Documentary,84,Nick Broomfield,5.654,26,0.2521,0,0
The Hunters,1996,"Thriller, Crime, Mystery",113,Kjell Sundvall,6.504,116,0.628,17500000,0
Drifting Clouds,1996,"Comedy, Drama",97,Aki Kaurismäki,7.6,193,1.497,0,0
The Late Shift,1996,"Comedy, Drama, TV Movie",95,Betty Thomas,6.4,61,0.8478,6000000,0
"Pretty Village, Pretty Flame",1996,"Drama, War",130,Srđan Dragojević,7.894,100,1.6768,0,0
My Man,1996,"Romance, Comedy, Drama",99,Bertrand Blier,5.622,41,4.3012,0,0
No Way Back,1995,"Action, Crime, Thriller",91,Frank A. Cappello,4.8,67,1.5157,0,0
Pusher,1996,"Action, Crime, Drama",110,Nicolas Winding Refn,7.0,810,1.9478,965000,0
Freakin' Beautiful World,1997,Drama,95,Jarmo Lampela,4.818,11,0.6917,0,0
American Perfekt,1997,"Thriller, Drama",100,Paul Chart,6.25,22,6.2665,0,0
Bikini Summer III: South Beach Heat,1997,Comedy,88,Ken Blakey,2.556,9,1.1154,0,0
The Boxer,1997,"Drama, Romance",114,Jim Sheridan,6.7,289,7.9,0,16534578
The Brave,1997,Drama,123,Johnny Depp,6.01,198,2.9969,0,0
Cremaster 5,1997,"Drama, Music",55,Matthew Barney,6.1,23,4.2641,0,0
Executive Target,1997,"Action, Thriller",100,Joseph Merhi,4.591,22,1.6855,0,0
Face,1997,"Crime, Drama, Thriller",105,Antonia Bird,6.221,77,2.3721,0,0
Gummo,1997,"Drama, Comedy",89,Harmony Korine,6.6,674,4.0215,1300000,116799
Hamilton,1998,"Action, Thriller",122,Harald Zwart,5.7,51,2.1859,0,0
Chicago Cab,1998,"Comedy, Drama",96,Mary Cybulski,5.5,17,1.4554,10000000,0
Kiss or Kill,1997,"Crime, Drama",96,Bill Bennett,3.853,17,1.0226,0,0
Destiny,1997,"Drama, History, Music",129,Youssef Chahine,6.8,35,1.8698,0,0
Mean Guns,1997,"Action, Crime, Thriller",110,Albert Pyun,5.4,85,5.261,0,0
Men with Guns,1998,"Drama, Adventure",127,John Sayles,6.232,28,1.9835,0,0
Nirvana,1997,"Science Fiction, Thriller, Action, Drama",113,Gabriele Salvatores,6.5,292,0.8404,0,0
Dance with the Devil,1997,"Action, Thriller",130,Álex de la Iglesia,6.468,219,4.2691,7552917,2957970
Postman Blues,1997,"Crime, Drama, Comedy",110,SABU,7.344,32,1.9859,0,0
The Swindle,1997,"Comedy, Crime, Thriller",105,Claude Chabrol,6.5,92,2.007,0,0
Safe House,1998,Thriller,112,Eric Steven Stahl,6.2,42,2.2622,0,0
"Sick: The Life and Death of Bob Flanagan, Supermasochist",1997,Documentary,90,Kirby Dick,6.9,26,0.2437,0,116806
Beowulf,1999,"Adventure, Fantasy, Action, Horror",95,Graham Baker,4.353,241,2.7431,20000000,1531251
From Dusk Till Dawn 3: The Hangman's Daughter,2000,"Western, Horror, Thriller",94,P.J. Pesce,4.9,379,2.0527,5000000,9617
The Interview,1998,"Crime, Mystery, Drama",104,Craig Monahan,6.752,159,3.9675,0,0
RKO 281,2000,"Drama, History, TV Movie",84,Benjamin Ross,6.387,97,3.009,0,0
Koko Flanel,1990,"Comedy, Romance",95,Stijn Coninx,6.5,32,7.8827,0,0
The Curve,1998,"Drama, Horror, Mystery, Thriller",91,Dan Rosen,5.444,80,4.6955,1000000,0
Fudoh: The New Generation,1996,"Action, Thriller, Crime, Comedy",99,Takashi Miike,6.545,67,3.339,0,0
Gia,1998,"Romance, Drama",120,Michael Cristofer,7.1,790,2.6967,0,0
Thursday,1998,"Thriller, Action, Comedy, Crime, Drama, Mystery",87,Skip Woods,6.921,340,5.2284,0,3121
Sophie's World,1999,"Fantasy, Drama, Family, Adventure, Action",113,Erik Gustavson,6.3,45,2.2584,0,0
Wavelength,1967,Drama,45,Michael Snow,5.2,91,1.4689,0,0
Who Am I?,1998,"Adventure, Action, Comedy, Thriller",120,Jackie Chan,7.125,934,5.2385,0,0
The Kingdom II,1998,"Mystery, Fantasy, Horror, Comedy, Drama",280,Lars von Trier,7.719,47,4.2741,0,0
Rogue Trader,1999,"Drama, History, Thriller",101,James Dearden,5.9,127,8.3013,12800000,0
Breast Men,1997,"TV Movie, Drama, Comedy",95,Lawrence O'Neil,5.167,66,2.7821,0,0
"Bang, Boom, Bang",1999,"Crime, Action, Comedy",110,Peter Thorwarth,7.507,218,1.101,2888030,0
The Pentagon Wars,1998,"Comedy, Drama, War, TV Movie",104,Richard Benjamin,6.9,71,2.7081,0,0
A Place Called Chiapas,1998,Documentary,93,Nettie Wild,7.0,10,0.1533,891000,229000
Two Hands,1999,"Comedy, Crime, Thriller",103,Gregor Jordan,6.6,148,0.7099,0,0
Thick as Thieves,1999,"Drama, Action, Comedy, Crime",93,Scott Sanders,5.857,56,3.9477,0,0
Set Me Free,1999,"Drama, Romance",95,Léa Pool,5.816,19,3.6704,0,0
Claire Dolan,1998,Drama,95,Lodge Kerrigan,5.316,20,5.4616,0,0
Jigoku,1960,"Horror, Drama",99,Nobuo Nakagawa,6.33,106,1.9794,0,0
Class Trip,1998,"Mystery, Drama",96,Claude Miller,5.653,49,1.2109,0,0
Flowers of Shanghai,1998,Drama,113,Hou Hsiao-hsien,6.822,104,2.314,0,0
The Hole,1999,"Drama, Romance, Science Fiction",95,Tsai Ming-liang,6.937,87,2.1677,0,0
Of Freaks and Men,1998,"Comedy, Drama",93,Aleksey Balabanov,6.318,85,1.9156,0,0
Lady Snowblood,1973,"Action, Crime, Drama",97,Toshiya Fujita,7.5,398,2.444,0,0
The Tough Ones,1999,"Drama, Crime",105,Aleksi Mäkelä,6.191,47,0.7126,1143000,0
Bleeder,1999,"Drama, Crime",97,Nicolas Winding Refn,6.7,195,1.6141,0,0
The Bodyguard,1973,"Action, Thriller",88,Ryuichi Takamori,4.762,21,2.4646,0,0
Vidocq,2001,"Fantasy, Action, Thriller, Crime, Science Fiction, Mystery",98,Pitof,5.932,555,3.2512,0,13240767
Molokai: The Story of Father Damien,1999,Drama,109,Paul Cox,6.0,17,0.4031,0,0
The Godson,1998,"Action, Comedy, Crime",100,Bob Hoge,3.1,16,3.4608,0,0
The 4th Floor,1999,"Horror, Mystery, Thriller",90,Josh Klausner,5.703,128,1.8069,0,0
A Long Hot Summer,1999,"Comedy, Music",100,Perttu Leppä,6.463,27,3.9876,0,0
Neon Genesis Evangelion: The End of Evangelion,1997,"Animation, Science Fiction, Drama, Fantasy",87,Hideaki Anno,8.3,1741,5.2991,0,20563523
The Life of Aleksis Kivi,2002,"Drama, History",105,Jari Halonen,6.364,11,3.4272,0,0
He Died with a Felafel in His Hand,2001,Comedy,107,Richard Lowenstein,6.9,149,1.1536,0,0
Kuch Kuch Hota Hai,1998,"Romance, Drama, Comedy",185,Karan Johar,7.468,411,3.0713,2420000,25690000
Document of the Dead,1981,"Documentary, Horror",66,Roy Frumkes,6.5,28,0.238,33000,0
Venus Beauty Institute,1999,"Comedy, Drama, Romance",105,Tonie Marshall,5.8,128,5.1526,0,0
Cherry Falls,2000,"Horror, Mystery, Thriller",92,Geoffrey Wright,5.324,304,4.5636,0,0
Freeway II: Confessions of a Trickbaby,2000,"Comedy, Crime",98,Matthew Bright,5.5,63,0.9914,2000000,0
Joseph and the Amazing Technicolor Dreamcoat,1999,Family,76,David Mallet,6.101,69,1.3763,0,0
In July,2000,"Adventure, Comedy, Romance",96,Fatih Akin,7.236,227,4.4796,0,0
Kirikou and the Sorceress,1998,"Fantasy, Adventure, Animation, Family",71,Michel Ocelot,7.334,1139,2.0451,4495000,0
After the Rain,2000,Drama,91,Takashi Koizumi,7.258,93,1.9618,3800000,0
The Prophecy 3: The Ascent,2000,"Horror, Fantasy, Thriller",84,Patrick Lussier,5.805,177,5.33,0,0
Taxi 2,2000,"Action, Comedy, Adventure, Crime",82,Gérard Krawczyk,6.26,1823,6.602,10500000,64433844
Pups,1999,"Thriller, Action, Drama, Crime",99,Ash Baron-Cohen,6.042,25,2.3603,0,0
Peculiarities of the National Fishing,1998,Comedy,95,Aleksandr Rogozhkin,6.665,91,2.0913,0,0
Cut,2000,"Horror, Thriller",82,Kimble Rendall,4.47,83,2.2879,0,0
Kadosh,1999,"Drama, Romance",110,Amos Gitai,5.788,26,1.0433,0,0
Essex Boys,2000,"Crime, Thriller",102,Terry Winsor,5.617,64,3.9905,0,0
Picking Up the Pieces,2000,"Comedy, Thriller, Mystery, Romance",95,Alfonso Arau,4.223,94,2.136,0,0
Badding,2000,Drama,103,Markku Pölönen,5.5,16,0.8372,0,0
The Wedding Waltz,1988,"Drama, Comedy, TV Movie",56,Matti Ijäs,6.543,23,1.0603,0,0
Meeting People Is Easy,1998,"Music, Documentary",95,Grant Gee,7.3,39,1.5921,0,0
Adrenaline Drive,1999,"Comedy, Crime, Romance",112,Shinobu Yaguchi,7.1,13,2.0045,0,0
Humanité,1999,"Drama, Mystery",149,Bruno Dumont,6.668,110,6.8841,0,0
Beautiful Joe,2000,"Drama, Action, Comedy, Thriller, Romance",98,Stephen Metcalfe,5.208,24,5.1343,0,0
The Underground Comedy Movie,1999,Comedy,92,Vince Offer,2.441,17,2.4344,0,0
The Shrink Is In,2001,"Comedy, Romance",87,Richard Benjamin,4.821,28,2.715,6000000,0
Charisma,1999,"Mystery, Drama, Thriller",104,Kiyoshi Kurosawa,6.6,50,2.0859,0,0
Guest House Paradiso,1999,Comedy,86,Adrian Edmondson,6.1,141,5.4646,0,0
Swimming,2000,Drama,91,Robert J. Siegel,4.923,13,2.1357,0,234287
If These Walls Could Talk 2,2000,"Romance, Drama",96,Jane Anderson,6.523,107,1.3479,0,0
The Trumpet of the Swan,2001,"Family, Animation",75,Richard Rich,5.5,67,4.042,0,628387
The Wind Will Carry Us,1999,Drama,118,Abbas Kiarostami,7.123,187,1.7739,0,259510
Water Drops on Burning Rocks,2000,"Drama, Romance, Comedy",86,François Ozon,6.415,123,2.0306,0,87313
The Tracker,2002,"Drama, History",90,Rolf de Heer,6.8,60,3.9529,0,442000
2046,2004,"Drama, Science Fiction, Romance",128,Wong Kar-Wai,7.229,1006,3.7572,12000000,20205757
Bruiser,2000,"Thriller, Horror, Mystery",96,George A. Romero,5.453,137,2.4689,5000000,0
Taboo,1999,"Drama, History, Thriller",100,Nagisa Ōshima,6.56,116,2.6682,0,0
Crane World,1999,Drama,90,Pablo Trapero,6.109,23,0.9825,0,0
Cremaster 2,1999,"Fantasy, Horror, Western",79,Matthew Barney,6.3,25,2.3704,1700000,7982
Running Out of Time,1999,"Drama, Action, Thriller, Crime",93,Johnnie To,7.3,161,3.1993,225000,1866462
The Wog Boy,2000,Comedy,92,Aleksi Vellis,5.6,26,3.3431,0,0
Century of the Dragon,1999,"Thriller, Crime, Action",108,Clarence Ford,6.4,14,2.0431,0,0
Chasing Sleep,2001,"Horror, Mystery, Thriller",104,Michael Walker,6.018,84,3.6579,0,0
Possible Worlds,2000,"Mystery, Science Fiction, Thriller",93,Robert Lepage,6.36,43,6.4591,0,0
The Nameless,1999,"Thriller, Mystery, Horror, Drama",100,Jaume Balagueró,5.609,179,1.0495,0,1069154
The Debt,1999,"Drama, Crime",106,Krzysztof Krauze,6.968,63,0.3989,0,0
Female Prisoner Scorpion: #701,1972,"Crime, Thriller, Action",87,Shunya Ito,7.0,169,2.4537,0,0
Female Prisoner Scorpion: Jailhouse 41,1972,"Action, Crime, Drama",90,Shunya Ito,7.04,101,3.1339,0,0
Bartleby,2001,"Comedy, Drama",85,Jonathan Parker,5.757,37,4.8624,0,0
"Night of the Day of the Dawn of the Son of the Bride of the Return of the Revenge of the Terror of the Attack of the Evil, Mutant, Alien, Flesh Eating, Hellbound, Zombified Living Dead Part 2",1991,"Comedy, Horror",96,James Riffel,4.2,12,0.1275,0,0
Restless,2000,"Drama, Romance",111,Aku Louhimies,5.028,54,12.012,0,0
Shiner,2000,"Drama, Action, Crime",99,John Irvin,5.229,24,0.4251,0,0
Roberto Succo,2001,Drama,124,Cédric Kahn,5.961,38,7.7994,0,0
Suzhou River,2000,"Drama, Romance",83,Lou Ye,7.226,159,2.2702,0,0
6ixtynin9,1999,"Comedy, Crime, Thriller",118,Pen-Ek Ratanaruang,6.76,52,1.9496,0,0
Audition,2000,"Horror, Drama",115,Takashi Miike,7.122,1676,3.7551,250000,359853
For Love or Country: The Arturo Sandoval Story,2000,"Drama, TV Movie",120,Joseph Sargent,6.2,16,1.246,0,0
Paragraph 175,2000,"History, Documentary",74,Jeffrey Friedman,6.485,34,2.9863,0,0
Devdas,2002,"Drama, Romance",185,Sanjay Leela Bhansali,7.5,362,2.2593,6663555,13311117
Mimic 2,2001,"Horror, Science Fiction, Thriller",82,Jean de Segonzac,5.297,236,2.5717,10000000,0
Monday,2000,"Comedy, Crime, Mystery, Thriller",100,SABU,6.9,58,1.9063,0,0
Paradise Lost 2: Revelations,2000,"Documentary, Crime",130,Joe Berlinger,7.144,118,1.5759,0,0
Dark Prince: The True Story of Dracula,2000,"TV Movie, Horror",92,Joe Chappelle,6.1,48,4.4167,0,0
Sound and Fury,2000,Documentary,80,Josh Aronson,7.1,14,0.0784,0,0
The Hole,2001,"Crime, Drama, Horror, Thriller",102,Nick Hamm,6.209,862,6.6607,4158370,7819851
When Strangers Appear,2001,"Thriller, Action, Mystery",98,Scott Reynolds,6.2,59,4.2199,2000000,0
Revolutionary Girl Utena: The Movie,1999,"Animation, Fantasy, Action, Romance",85,Kunihiko Ikuhara,7.4,81,2.2198,998000,0
Speaking of Sex,2001,"Comedy, Romance",97,John McNaughton,5.409,33,0.8906,0,0
Good Advice,2001,"Comedy, Romance",93,Steve Rash,5.801,105,2.5511,0,0
Needing You...,2000,"Drama, Comedy, Romance",101,Johnnie To,6.1,33,2.1398,0,0
Uzumaki,2000,"Mystery, Fantasy, Horror",90,Higuchinsky,5.883,248,2.3742,1000000,0
The Big Animal,2000,"Comedy, Drama",73,Jerzy Stuhr,7.021,24,1.4807,0,3757
Old Men in New Cars: In China They Eat Dogs II,2002,"Action, Comedy, Crime, Thriller",95,Lasse Spang Olsen,6.752,115,0.6946,0,144192
Purely Belter,2000,"Comedy, Drama",95,Mark Herman,6.6,31,4.4327,0,0
The Quickie,2001,"Drama, Crime",99,Sergei Bodrov,4.4,20,5.446,3000000,0
Kabhi Khushi Kabhie Gham,2001,"Comedy, Drama",209,Karan Johar,7.681,580,3.4756,0,0
The River,2001,"Drama, Romance",111,Jarmo Lampela,5.933,15,1.6269,1000000,0
Werckmeister Harmonies,2001,Drama,139,Béla Tarr,7.854,353,6.6602,0,64974
Asterix & Obelix: Mission Cleopatra,2002,"Family, Fantasy, Comedy, Adventure",108,Alain Chabat,7.374,3674,10.2234,58500000,131116046
Daria in 'Is It Fall Yet?',2000,"Animation, Comedy, TV Movie",75,Karen Disher,7.308,73,1.5107,0,0
Late Night Shopping,2001,"Comedy, Romance",91,Saul Metzstein,6.229,48,1.3462,0,0
Uprising,2001,"Drama, History, War, TV Movie",177,Jon Avnet,6.483,88,4.684,0,9266
61*,2001,"TV Movie, Drama, History",129,Billy Crystal,7.0,140,2.2514,0,0
The Tunnel,2001,"Drama, Thriller",150,Roland Suso Richter,7.057,106,3.1989,0,0
Long Time Dead,2002,"Horror, Thriller",94,Marcus Adams,5.202,142,5.711,0,13102295
The Laramie Project,2002,"Crime, Drama, TV Movie",95,Moisés Kaufman,6.2,56,1.0268,0,0
Run Ronnie Run,2002,Comedy,84,Troy Miller,5.863,80,2.9842,0,0
Joint Security Area,2000,"War, Drama, Thriller, Mystery, Action",108,Park Chan-wook,7.813,769,2.7224,12500000,0
Dagon,2001,"Fantasy, Horror, Thriller",95,Stuart Gordon,6.152,452,3.026,4800000,0
Ripley's Game,2002,"Crime, Thriller",110,Liliana Cavani,6.392,295,1.8313,30000000,6200000
Freeze Me,2000,"Drama, Horror, Thriller",101,Takashi Ishii,5.67,50,2.0032,0,0
The Best Man's Wedding,2000,"Comedy, Drama",88,Josef Fares,6.234,124,3.555,0,871351
Teknolust,2002,"Comedy, Drama, Romance, Science Fiction",83,Lynn Hershman-Leeson,4.257,37,2.7504,0,28554
A Dog's Will,2000,"Comedy, Drama, Fantasy, Romance",104,Guel Arraes,8.421,1191,1.794,0,4903192
The Accidental Spy,2001,"Action, Comedy, Thriller",107,Teddy Chan Tak-Sum,6.016,493,1.428,25697387,790144
The Adversary,2002,"Mystery, Drama, Crime",129,Nicole Garcia,6.606,184,1.3493,0,0
The Beautiful Country,2004,Drama,137,Hans Petter Moland,5.89,41,1.4903,6000000,0
Darkness,2002,Horror,88,Jaume Balagueró,5.635,411,4.7799,10600000,33988736
Mockingbird Don't Sing,2001,Drama,98,Harry Bromley Davenport,6.353,34,2.1817,0,0
Blood: The Last Vampire,2000,"Animation, Fantasy, Horror",48,Hiroyuki Kitakubo,6.838,354,1.9232,0,0
Southern Comfort,2001,Documentary,90,Kate Davis,7.0,16,0.2671,0,0
Berlin is in Germany,2001,"Comedy, Drama",97,Hannes Stöhr,5.167,15,0.2082,0,0
Renegade,2004,Western,124,Jan Kounen,4.833,233,2.7825,53000000,0
The Nugget,2002,Comedy,89,Bill Bennett,5.647,17,1.8563,200000,0
"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",2001,"Action, Adventure, Horror, Fantasy, Science Fiction",105,Shusuke Kaneko,7.46,262,2.6373,9400000,20000000
Shackleton's Antarctic Adventure,2001,Documentary,40,George Butler,6.4,8,0.2133,0,0
Dirty Deeds,2002,"Crime, Comedy, Drama, Thriller",98,David Caesar,5.493,40,3.5784,0,0
My Little Eye,2002,Horror,95,Marc Evans,5.346,218,1.2316,3000000,0
Millennium Mambo,2001,"Drama, Romance",106,Hou Hsiao-hsien,7.0,234,3.4324,0,0
Martin & Orloff,2002,Comedy,87,Lawrence Blume,5.118,17,2.7734,0,0
American Psycho II: All American Girl,2002,"Horror, Thriller",88,Morgan J. Freeman,4.492,455,7.2328,10000000,0
Double Vision,2002,"Mystery, Horror",112,Chen Kuofu,6.6,73,3.075,0,0
Soft Shell Man,2001,"Drama, Romance",102,André Turpin,6.5,11,2.2989,0,0
Samouraïs,2002,"Action, Science Fiction",93,Giordano Gederlini,3.4,13,1.0326,0,0
Ali G Indahouse,2002,Comedy,85,Mark Mylod,6.053,1434,2.9937,7000000,23280529
Dead or Alive 2: Birds,2000,"Crime, Drama, Comedy",97,Takashi Miike,6.815,100,6.1976,0,0
Cube 2: Hypercube,2002,"Thriller, Science Fiction, Mystery",94,Andrzej Sekula,5.487,1536,2.636,0,3563603
"Milwaukee, Minnesota",2003,"Comedy, Drama",95,Allan Mindel,4.563,8,2.4062,0,17350
Pistol Opera,2001,"Crime, Action",112,Seijun Suzuki,6.023,22,2.4588,0,0
Stark Raving Mad,2002,"Comedy, Crime, Action",101,Drew Daywalt,6.1,81,2.9532,5000000,54028
Pulse,2001,"Horror, Thriller, Mystery",119,Kiyoshi Kurosawa,6.655,616,3.0863,25000000,318451
Killing Emmett Young,2002,"Action, Crime, Drama, Mystery, Thriller",104,Keith Snyder,5.28,25,0.6191,0,0
The Lost Battalion,2001,"History, Drama, War, TV Movie",92,Russell Mulcahy,6.788,132,3.0506,0,0
Hukkle,2002,"Crime, Drama, Mystery",78,György Pálfi,6.8,51,4.2581,0,0
Carolina,2003,"Comedy, Romance",97,Marleen Gorris,5.759,83,3.0186,15000000,308641
Dog Days,2001,"Drama, Comedy",122,Ulrich Seidl,6.505,99,2.3085,0,545527
Balzac and the Little Chinese Seamstress,2002,Drama,116,Dai Sijie,6.75,70,1.8269,0,0
Dil Chahta Hai,2001,"Drama, Romance",183,Farhan Akhtar,6.854,315,2.0626,2079000,4099000
My Sassy Girl,2001,"Drama, Comedy, Romance",137,Kwak Jae-yong,7.5,614,2.8621,0,32000000
The Gathering,2003,"Horror, Thriller",92,Brian Gilbert,5.5,182,2.2407,0,0
Shot in the Heart,2001,"Drama, TV Movie",98,Agnieszka Holland,5.6,17,1.6082,0,0
Deadline,2001,"Drama, Thriller, Crime, Mystery",128,Colin Nutley,4.6,26,2.3151,0,0
The Warrior,2001,"Adventure, Drama",86,Asif Kapadia,6.286,42,4.6843,0,0
My Wife Is a Gangster,2001,"Action, Comedy",110,Cho Jin-gyu,5.9,71,2.3746,0,0
Nothing,2003,"Comedy, Fantasy, Science Fiction",90,Vincenzo Natali,5.806,111,3.0197,0,0
Undertaking Betty,2002,"Comedy, Romance",94,Nick Hurran,6.1,109,0.8733,8000000,1868949
Waterboys,2001,Comedy,90,Shinobu Yaguchi,6.534,58,2.0518,0,0
Absolon,2003,"Action, Science Fiction",96,David DeBartolomé,4.1,77,2.6058,8000000,7016
Dead or Alive: Final,2002,"Action, Comedy, Science Fiction, Crime",89,Takashi Miike,5.6,66,7.5513,0,0
Hell House,2001,Documentary,85,George Ratliff,6.189,37,2.127,0,0
Fubar,2002,"Comedy, Music",80,Michael Dowse,6.127,51,2.5677,350000,0
The Happiness of the Katakuris,2002,"Comedy, Drama, Horror",113,Takashi Miike,6.931,217,3.4303,1500000,0
Sex Is Comedy,2002,"Comedy, Drama",94,Catherine Breillat,5.815,54,2.6999,0,0
The Rage in Placid Lake,2003,Comedy,89,Tony McNamara,6.441,34,0.8685,0,0
Stratosphere Girl,2004,"Drama, Mystery, Thriller",90,Matthias X. Oberg,5.375,24,2.1709,0,0
Dead End,2003,"Mystery, Horror, Thriller",83,Jean-Baptiste Andrea,6.359,571,1.2817,900000,898994
Pure,2002,Drama,96,Gillies MacKinnon,6.12,49,2.74,0,102471
Sympathy for Mr. Vengeance,2002,"Action, Drama, Thriller",129,Park Chan-wook,7.472,1558,3.8236,4000000,1954937
Jesus Christ Vampire Hunter,2001,"Action, Comedy, Horror",85,Lee Demarbre,4.872,113,0.5542,100000,0
Chinese Odyssey 2002,2002,"Action, Comedy, Romance",91,Jeffrey Lau,6.8,51,3.0607,0,0
The Man of the Year,2003,"Drama, Crime, Thriller",104,José Henrique Fonseca,6.7,83,2.5669,0,0
Suicide Club,2001,"Drama, Horror, Thriller",99,Sion Sono,6.466,528,3.0227,250000,0
The Third Wave,2003,"Action, Thriller",115,Anders Nilsson,6.1,63,1.2495,4667404,0
Immortal,2004,"Drama, Action, Science Fiction",103,Enki Bilal,5.7,431,5.3001,24665810,0
Tiptoes,2002,"Drama, Romance",90,Matthew Bright,3.8,96,2.3834,0,0
A Sound of Thunder,2005,"Thriller, Science Fiction, Adventure, Action",101,Peter Hyams,4.852,419,1.9726,80000000,11700000
Fear and Trembling,2003,"Comedy, Drama",107,Alain Corneau,6.43,129,1.952,0,0
Live from Baghdad,2002,"Drama, War, TV Movie",108,Mick Jackson,6.7,53,0.5242,0,0
The 4th Floor,2003,"Family, Comedy, Drama",100,Antonio Mercero,6.6,54,2.4088,0,0
Oasis,2002,"Drama, Romance",132,Lee Chang-dong,7.714,264,2.3712,0,0
Cremaster 3,2002,"Drama, Fantasy",182,Matthew Barney,6.6,32,3.6,4000000,11047
Berlin Blues,2003,"Comedy, Drama",105,Leander Haußmann,6.734,122,5.5842,0,0
Twin Sisters,2002,"Romance, Drama, History",137,Ben Sombogaart,6.8,79,3.8831,0,0
My House in Umbria,2003,"Drama, Mystery, TV Movie",103,Richard Loncraine,6.0,36,0.8293,0,0
Upswing,2003,Comedy,99,Johanna Vuoksenmaa,5.946,37,1.6569,0,0
Bad Boys: A True Story,2003,"Drama, Comedy, Crime",126,Aleksi Mäkelä,5.638,47,2.4641,0,0
"Remember Me, My Love",2003,"Drama, Comedy, Romance",125,Gabriele Muccino,5.809,241,2.2186,0,0
Soldier's Girl,2003,"TV Movie, Drama, Romance, Crime",112,Frank Pierson,6.9,93,1.2039,0,0
Bright Young Things,2003,Comedy,106,Stephen Fry,6.242,91,1.9021,10000000,0
Resurrection of the Little Match Girl,2002,"Action, Comedy, Science Fiction",123,Jang Sun-woo,5.2,31,3.002,0,0
Alien Hunter,2003,"Science Fiction, Action, Adventure",100,Ron Krauss,5.1,140,2.8773,7000000,0
Love Object,2004,"Drama, Horror, Romance, Thriller",88,Robert Parigi,5.9,77,7.5431,1000000,0
The Animatrix,2003,"Animation, Science Fiction",102,Yoshiaki Kawajiri,7.2,1683,8.3911,5000000,68000000
The Brown Bunny,2003,Drama,93,Vincent Gallo,5.387,256,3.9916,100000,365734
Elina: As If I Wasn't There,2003,"Drama, Family",77,Klaus Härö,6.2,22,0.3454,0,0
11:14,2003,"Thriller, Comedy, Crime",86,Greg Marcks,6.795,908,2.7661,6000000,0
Alive,2003,"Action, Science Fiction, Horror",119,Ryuhei Kitamura,5.814,51,3.999,0,0
Springtime in a Small Town,2002,"Drama, Romance",116,Tian Zhuangzhuang,6.9,19,1.8672,0,0
Wondrous Oblivion,2004,Drama,106,Paul Morrison,6.425,20,10.5571,0,0
Bring It On Again,2004,Comedy,90,Damon Santostefano,5.9,444,0.0993,0,0
Crimson Rivers II: Angels of the Apocalypse,2004,"Action, Thriller, Crime",97,Olivier Dahan,6.1,747,2.0889,0,40152148
And Starring Pancho Villa as Himself,2003,"Drama, History, War, Western, TV Movie",112,Bruce Beresford,6.72,93,1.4264,0,0
Nicotina,2003,"Drama, Action, Comedy, Thriller",93,Hugo Rodríguez,6.6,90,1.461,0,5751007
Iron Jawed Angels,2004,"Drama, TV Movie",125,Katja von Garnier,6.762,86,1.408,0,0
Evil,2003,Drama,113,Mikael Håfström,7.3,379,4.0048,3000000,12469000
High Roller: The Stu Ungar Story,2003,Drama,120,A. W. Vidmer,6.333,18,2.7826,0,0
Battle Royale II: Requiem,2003,"Action, Thriller",155,Kenta Fukasaku,4.957,511,2.1408,9080000,14902587
Lemony Snicket's A Series of Unfortunate Events,2004,"Adventure, Comedy, Family",108,Brad Silberling,6.819,5154,4.675,140000000,209073645
Naked Weapon,2002,"Action, Drama, Thriller",90,Tony Ching Siu-Tung,6.8,387,1.061,0,78340
Bukowski: Born Into This,2003,Documentary,115,John Dullaghan,6.676,51,0.141,0,0
The Green Butchers,2003,Comedy,100,Anders Thomas Jensen,7.1,313,1.6872,0,0
Pearls and Pigs,2003,Comedy,114,Perttu Leppä,5.763,38,4.1378,0,0
An Injury to One,2002,Documentary,53,Travis Wilkerson,6.5,4,0.0957,0,0
Addiction,2004,"Drama, Romance",103,Minna Virtanen,3.556,45,2.7348,0,0
A Very Long Engagement,2004,"Drama, Romance, War",133,Jean-Pierre Jeunet,7.316,1271,1.6701,47000000,0
Last Life in the Universe,2003,"Drama, Action, Thriller",112,Pen-Ek Ratanaruang,7.166,157,2.1945,0,0
The Galíndez File,2003,"Thriller, Drama",124,Gerardo Herrero,4.036,14,2.5556,0,0
Head-On,2004,"Drama, Romance",117,Fatih Akin,7.475,603,4.1302,0,11030861
Ghost in the Shell 2: Innocence,2004,"Animation, Drama, Science Fiction",100,Mamoru Oshii,7.33,931,3.1934,0,10079829
Kal Ho Naa Ho,2003,"Comedy, Drama, Romance",187,Nikkhil Advani,7.435,426,2.715,0,13214520
The Cat Returns,2002,"Adventure, Fantasy, Animation, Drama, Family",75,Hiroyuki Morita,7.1,2359,4.9644,0,54016370
In My Country,2004,"Romance, Drama",103,John Boorman,5.92,50,1.3398,12000000,1491434
Unstoppable,2004,"Action, Thriller",96,David Carson,5.2,116,4.4416,20000000,1039526
